SpanishData|BullyingLabel
jajaja dicho tu gon n / a correo no deseado tu nerd tu durmiendo = p yeh dijo noche último noche = dd gald aunque = d|0.0
jajaja dicho ya hecho = d mish tu muj soy viniendo correo no deseado soy no preguntas okay = dd|0.0
jajaja tu acosador o_o doo realmente muchos tu tomar suma manos por favor pags|1.0
jajaja vómito siempre vómito boca no querer escupir golondrina ewwwwwwwwwwwww nooo qué asco no llenar página grosería lmao|1.0
jajaja washington eva correo no deseado zoo nuffing gay lmfao zoo|0.0
jajaja hecho bombardear muchos preguntas xd apos quejumbroso bonita gracioso. soy spam hoy amor|0.0
jajaja si apos molesto jajaja conducción txting jajaja fácil seguro jajaja apos dejar enviar respuestas permitido shay uno jajaja|0.0
jajaja saber tiene problema jajaja hmm no saber tal vez santo mugir santo lmao|0.0
jajaja ..oye .yo alguna cosa decir lmao bien|0.0
jajaja ..yo contar tu diferente licor oh el el salvador obtener 1,75 litro ron diez dólares dios mio wounder hay mucho borracho ppl reloj policías porque barato guau tiene|0.0
jajaja .ok..its murciélago tre ree me gusta masa lmao payaso|0.0
jajaja no me gusta cosas jajaja wat cosas contar huevo jajaja|0.0
jajaja soy yendo comprar cualquier cosa = p nooooooooooo obtener me gusta jack daniels jim haz llol|0.0
jajaja ingenio ebuddy..it no actualizar correcto si odia .lol saber ebuddy odia bien okay|0.0
jajaja bien dotn liek beber aww si un poco solitario bebiendo solo jajaja|0.0
lol..i no entender jerga .carné de identidad perdió onz lmao youll bueno seguir amarillo ladrillo la carretera jajaja|0.0
lol..i contar traer apos em tu rekon tu jeez jajaja|0.0
jaja ... no frio bien utilizar australiano palabras me gusta contar oi courese fav árbol de murciélagos lmao masa ree lmao tu idiota porque no decir batry lmao tu hablando|1.0
lol..ohs orry devonport taz aww no saber princesa marys casa pueblo jajaja|0.0
jajaja apos ya que 5 de la mañana wbu aww soy todavía 1020 p.m. jajaja|0.0
lolhahahhahahhahhahha fs dicho lento preguntas jajaja me gusta tomado shays página obtener punto lmao|0.0
lolz .. uhhhh tu gon n / a lavar cabello tu tiene ejército de reserva tratar correcto aunque porque amor pequeño menos tu jajaja enfermo lavar wen tu obtener eliminar australiano champú tu jajaja|1.0
lolz tu betta obtener mw2 tu auriculares he diciendo me gusta semana uhhh lukys luvs ya haría vino azotado ya = ppp lmao yeh yeh tu decir chicas *guiño guiño* saber shh no contar = d|0.0
mira fs sierra|1.0
mira espalda ejército de reserva ejército de reserva soy mirando ejército de reserva ejército de reserva jajaja|0.0
amor odio amor limbo odio r = d|0.0
amor odio amor odio tu amor tu aunque|0.0
amor magdalena hecho pacaso brian jajaja|0.0
amor paz firmar aretes antecedentes foto aww tu me gusta rosario jajaja|0.0
amor tu muj jajaja lmao amor amor tu jaja tu idiota|0.0
amor tu muj enviando porque dicho errar cosa al corriente jajaja|0.0
amor tu acento tu kno incluso aunque tu decir idiota me gusta perro lmao 3 perro tu idiota lmao watev tu amor = d|0.0
amor siempre o_o .. odio tal vez o_o .. nombre apos apos o_o .. miz picapiedra apos rodar lengua bien mrsflinst0ne xd .. apos todavía favorito picapiedra aunque xd .. pálido n / a escombros o_o .. lmao tu confuso saber tu amor eso es hecho * rollos preguntas * si casi errar pregunta amor tu femenino sike no mira caramba kidn jajaja mizzzzzzzzzzz flitst0ne lmao rodar me gusta tu laminación sf colinas lmao|0.0
amor odio amor mejor amor sheez jajaja|0.0
amor|0.0
lovee tu geek = d aww amor tu nerd jajaja|0.0
metro. a. u2026i metro. u. yo..m..u desaparecido en combate|0.0
giro correo no deseado tu azz = ddd lmao okies esperanza tu divertido porque poner mucho esfuerzo respuestas lmao sike .. lmao no tu odio lmao|0.0
giro azotar ya uhh media spam = d lmao yeh obtener correo no deseado|0.0
mayo favorito acosador represa olvidó poner quot luego quot bueno noche --- día huno ahahaha si fav acosador uno norte mi formas pags|1.0
mayo teléfono número **carreras mistaflintst0ne ** jajaja hmm error flintst0ne pensar jajaja|1.0
mayo descanso almohada descanso mistas almohada|0.0
mayo caminar trabajo awwww sierra tiene trabajo si tal vez|0.0
tal vez disparo juntos absolut okay r eso es barato soy hablando smernoff|0.0
norte gmac vamos espalda pareja años largo tu conocido saber chicos vamos camino espalda dicho = d iv conocido pequeño siente me gusta siempre = d|0.0
hombres wud tu vestir tu muchachas ropa divertido dormitorio muchachas wud giro tu tu chico vestido divertido niña ropa dormitorio tu lmao ahh no carné de identidad pensando de verdad cruzar vestidor lmao noit no carné de identidad skeerd jajaja|0.0
midori madori verde cosas yeh verde cosas jajaja|0.0
mente carrera ya lmao lmao mente carrera tu no mente tu mente carrera noche bebé siente correcto = d|0.0
pierda tu muj mish tu muj detener snob visitar a menudo|0.0
pierda tu muj hoy largo día hipocresía dormir tiene casa 7ish pensar bañado layd cama aunque bien cuerpo cansado mentes todavía carreras vamos fs porque no obtener responder preguntas soy = d|0.0
pierda tu lmao okay trebla|0.0
pierda ya apos conducción día yah odio conducción lmao|0.0
miz picapiedra .. perdido xd .. apos bóveda responder preguntas pronto .. cuando viendo apos viernes noche alarido .. apos mma temprano horas por supuesto .. unirse .. dios mio soy respondiendo último uno tu consiguió un obtener disparar lmao si viernes noches estupendo noche pikering acecho fútbol americano|0.0
mm saber tu sierra 57 responder viniendo = /|0.0
lunes de verdad yendo yendo esta noche dormir todos los dias mañana obtener listo trabajo lunes|0.0
mugir mugir mugir oye mugir mugir wat chu lo siento combate tu último noche lmao|0.0
mugir si mu|0.0
probable día ____ llenar blanco probable día largo confuso espantoso bueno|0.0
películas centro comercial centro comercial|0.0
señora. picapiedra usos palabra forrealies reales hacer friki idiota hace bestess|0.0
mrsflintstone adivinar .. apos dejando pags jajaja .. ojalá preguntó suficiente preguntas .. probablemente apos jajaja .. apos preocupación .. apos seguir mañana xd .. acuerdo .. eso es multa misión terminar iniciar sesión espalda ven jajaja|0.0
bff histérico.. voltear norte molesto contar guna poner cosas casa.. estremecerse dejar contar su- nuevo designada áreas estar suelo ella es viniendo casa poner pertenencias almacenamiento|0.0
cerebro frito me gusta frito pollo jajaja|0.0
niña acecho jabón óperas español dramas lmao frio|0.0
abuela moverse más rápido montando espalda tortuga coche jajaja lmfao rueda silla jajaja|1.0
mamá norte papá r divorciado casado de nuevo divorciado sobre posible 3ro matrimonio padres suena insano soy enfermo cuestiones. bien adivinar amor no es de verdad fácil encontrar mirando incorrecto lugares|0.0
boca riego mía soy más amable sufrimiento jajaja|0.0
nah apos siempre ventilador horizontes .. apos bonita caliente maldición .. aunque apos de verdad me gusta apos más nuevo apos modelos horizontes carros .. más nuevo modelos apos feo apos apos pensar .. si más nuevo carros feo loveeeee 2003 2000 modle horizontes taaaan sexy no obtener empezado por favor jajaja|0.0
nah apos bromas jajaja .. apos camino asustado disparo muerte lmbo .. morir mañana haría querer morir o_o .. idiota jajaja morir sin dolor muerte|0.0
nah .. lunes elegir dia .entonces tal vez día libre ..pero elegir dia cuando dia tu día martes escoger lunes yeh correcto|0.0
nah..my marina amigo pyscho vino casa 5 5 brougth recién horneado brownies me gusta picadillo|0.0
nah ... enviar de nuevo hipocresía miembro dijo contar dijo enfermo reenviar jajaja|0.0
nombre 3 cosas naturaleza encontrar hermoso colores|0.0
nombre tatuajes amperio piercings molestar cráneo tatuajes parte superior labio perforación|0.0
nombre película películas reloj r lmao verde milla 2 rápido 2 furioso espere ahhh paso jeez hipocresía pensar|0.0
nombre bueno muestra perdido deseo haría vamos espalda aire familia importa completo casa|0.0
nombre alguien contar cualquier cosa hermana sabe dentro al revés papá siempre vamos consejo errar cosa cualquier cosa sabe errar cosa|0.0
nombre tres colores odio no odio colores de verdad escoger tal vez resaltador colores fluro colores|0.0
nombre 3 más cercano amigos uno mejor amigo r albert clarissa kara aww hipocresía escoger uno ver eligió 4 4 porque de verdad no contar porque ya mejor amigo porque juntos tal vez albert alias trebla porque hablar errar día|0.0
nombre 5 5 favorito comidas r pollo ceaser ensalada mac pollo hamburguesa picar sueyr maenessr asado cordero|0.0
de soltera georgia xhao ji wu bu soldado americano dow wat|0.0
neón traje color guau jajaja itskay soy roking me gusta pags|0.0
empollón = p bienvenidos espalda wea tu tarde jajaja joxx perdido tu muj|1.0
neva ven gon n / a obtener borracho righttt = d lmao ll suceder porque beber correcto lmao|0.0
bonito aww sitio yeh enojado sik|0.0
noche ppl hablar todos ustedes mañana shays inicio sesión = p|0.0
noche .. okay por favor enviar apos camino soy tomoro responder ty dormir bien. okay soy hecho respondiendo tu preguntas|0.0
rotura ellos ... solo hacer más fuerte pensar|0.0
él es hecho 5 5 uno hora vamos aww youll okay soy por supuesto él es casa correcto|0.0
justa tu tiene mor correo no deseado hoy lmao eso es primero|0.0
frito me gusta chickety china..the chino pollo palillo de tambor cerebro comienzo stickin lmao|0.0
pensar coolio rapero apos hecho tu hipocresía robar quot hella quot quot hecka quot no decir hecho idiota dijo eso es decir|1.0
ididnt .yo ..yo jurar .yo guau derecho de retención soy hablando todo día incluso desconectado gon n / a triste|0.0
gracias ya no necesitar nymore lmao jajaja necesitar lanzamiento suma tu jajaja|0.0
sonrisa usted / .. primo ..siendo awww gracias tu enfermo sonriente ebuddy decide trabajo mientras tanto ima vamos ver boii|0.0
preocupaciones .yo duende más temprano no estaba elección lmao tu recordar contacto constantemente se refiere esposa rubio cabeza hueca lmao|0.0
apos tonto jajaja nah ahh preguntó contestado santo|1.0
gris ganso vodka aww okay havent manada debe llamado blanco ganso lmao|0.0
no yo poner borde tu todavía colgar en estoy ahí tiene no es gon n / a otoño yeh sostener apretado porque soy corrimiento|0.0
no..yoru pik mejor gracias|0.0
noo gracias tiene ejército de reserva llevar tu espalda jeje = p consiguiendo perdió estucado mundo. lmao guau consiguió un llevar tu tonto gentalmen tu gracias jajaja|0.0
nooooooooo si tu|0.0
muchachas sí .. sucio pequeño marta jajaja .. ahahahaha hmm neva confiar wiri rewa gurls eva jajaja|0.0
o_o reloj los que odian bck lmao jajaja saber wat tu medio jajaja|1.0
avena arrollado acero cortar bruto muchos veces dicho no avena mira me gusta vómito jajaja|0.0
oh además .. apos aleatoriedad apos yendo san francisco jajaja .. http //www.youtube.com/watch v = ekexkhxiq6i .. por supuesto vestir flores cabello siempre vamos xd .. jajaja san francisco san franfisco funi canción|0.0
oh vamos .. apos incluso añadir facebook punk pags jajaja .. ver mañana .. awwwww soy soo sori enfermo mañana jajaja nah real visto nada más|1.0
oh vamos jc .. lmfao se fue asdah|0.0
oh camino tipo molestar jajaja .. utilizar apos .. apos apos apos .. molesta lote personas .. mucho mensaje anons quejumbroso jajaja .. lmfao nopes|0.0
oh vida en ninguna parte cerca interesante pensar jajaja .. apos interesante cosa vida .. bien bueno noticias hoy 4wd pagado hurra eso es emoción lejos jajaja|0.0
oh dar banco cuenta número sifón bancos dinero xd .. promesa compartir xdxd .. enfermo sifón dinero cuenta primero poner mía enfermo sifón bancos cuenta volar canadá pags|0.0
oh infierno ebuddy meebo jajaja .. aww cuentas logd hora jajaja añadir msn yahoo objetivo|0.0
oh hablando chocolate apos australia apos chocolate .. dios mio comida apos cualquier cosa vamos apos adivinación estupendo pags .. jajaja todo chicos almendra oro cadbury k barras incluso vamos mira se fue loco sierra athe primero hora pensar trajo me gusta 50 valor comió me gusta 10 dio descanso sobrinas sobrinos aww pequeño hermano bonita mucho demolido jajaja|0.0
oh embarcacion tirado puerto pregunta apos bebiendo juego jajaja .. beber alcohol .. duro fiestero .. vamos a menudo .. jajaja si beber nunca manada juego me gusta 21 un poco me gusta pandilla pandilla georgia jajaja dedos pensamiento usado fiesta difícil mucho nunca más no vamos a menudo usado vamos trabajo trabajo casa ducha fiesta todos los días trágico pedir jajaja|0.0
oh si apos apos saber emily .. dos nosotros escuelas banda .. voz irritado apos molestamente apos alto apos .. oh contar apos casi golpe jajaja .. apos contar historia alguna cosa me gusta jajaja .. lmfaooooooo|1.0
oh .. visto legión pareja semanas hace .. aspirado jajaja .. miguel caliente aunque .. menos pensar jajaja .. siempre pensamiento ángel o_o .. siempre tratar volar o_o .. yeh bien no reloj de verdad ocupado ebuddy hablando píos pretendiendo reloj persona hablando dicho sucedió siguiente soo leyendo acecho|0.0
oh quot apos casa rebanada quot pags jajaja casa rebanada bonito uno jajaja|0.0
oh convertido yahoo me gusta fs narración cosas jajaja okies convertido bien convertido espalda porque solitario bandeja de entrada vacío lmao|0.0
oh hombre visión tipo borroso momento lmbo .. diablos o_o .. apos optometrista correcto .. contar apos incorrecto visión momento .. si optometrista shay media eso es causado malo salud nuff zanahorias vitamina c joven dama jajaja|0.0
oh hombre .. amado gutterboard jajaja .. mantis juego xd jajaja .. siempre tipo apos clásico apos momento jugando gutterboard .. lmbo .. yeh querido hacer carrera iluminado me gusta dodgeball cosas jajaja guau soñador jajaja|0.0
oh curso trabajos todos elses final jajaja awww eso es correcto fs más grande spammer jajaja|1.0
oh alguna cosa más recuerda .. familia vamos cámping .. media maorí media .. maorí whanau apos vamos cámping jajaja .. cámping estupendo .. amor verano cámping xd .. okay no risa estilo cámping baños afuera shizzle bien hay juego de azar habitación yeh bosque nada excavado baño contar el plastico ven|0.0
oh lo siento a menudo tu lavar google wtf seriamente drogas jajaja|1.0
oh hablando robar bancos .. visto conjunto .. reina latifa jada pinkett herrero .. siempre robado banco apos me gusta vamos camino reina latifa xd .. granizo balas alarido xd .. dios mio amor película havent visto siglos aunque latifas ishh|0.0
oh gracias ppl si siempre pensar prima puta.. ofensa su.. gracias aclarando más fácil juego xando apos si 479 anoche número. aww ahh no obtener pregunta uno|1.0
oh uhm señor. apos completamente incorrecto dicho bomba jajaja .. dijo nuclear bomba xd .. asumiendo apos ya decir dijo bomba en lugar agregando nuclear jajaja .. lmfao dar camino nuclearish jajaja|0.0
oh guau apos increíble largo tu vivo amperio si apos estados usado en vivo nuevo york nunca más en vivo massachusetts 2 horas lejos nueva york.. aww frio vivo australia 12 años pensar soy originalmente nuevo zelanda guau wana ven uno día estados ver monumentos|0.0
oh .. pensar koalas maldita sea lindo .. uno siempre volverse atascado árbol alguna cosa cerca casa .. siempre visto real coala .. zoo eperlano malo media recinto tomar piks serpientes lagartos|0.0
oh .. si amor horizontes oiiii .. pálido n / a saber xd .. saber juego gran turismo correcto .. rasgado carreras utilizando horizonte lmbo .. incluso golpear tío uno hora corbeta .. gots habilidades xd jajaja .. jajaja gran trismo me gustó juego bien jajaja habilidades bien dama jajaja|0.0
oh apos pensamientos política o_o .. apos estar jajaja .. apos entender ish .. guau perdió pensamientos jajaja yeh nah no seguir salvar arboles salvar ballenas|0.0
ohhh .. jugó baloncesto dieciséis .. mantenido .. jugar cuando .. más orgulloso momento jugando deportes .. jugador partido hora perras no estaban quejarse jajaja|0.0
ohhh señor bóveda dubai eh .. estibar lejos bolsillo xd .. dubai significaba estupendo compras .. pensar o_o jajaja .. encontrar atractivo dubai .. oír hay estupendo compras bien sceanery bueno medio ambiente|0.0
ohhhh asda .. chicos religioso .. o_o .. jajaja paso fambinos si saber bebiendo de fumar unos jajaja|0.0
ohm ohm homh ohmh omhohmmh mohmo hmohmoho mohomh ho mhomhomhmoohm ohmoh ho hmohmm ohmohm hoh chomp chomp chomp chomp chomp chomp chomp chomp chomp chomp chomp chomp chomp chomp chomp chomp|0.0
oi bueno día gon n / a vamos c-ya oii wea tu yendo .o tay tay tay adios|0.0
oi .que es incorrecto suspiro r r nada soy bueno deseo no saber bueno saber algunas cosas|0.0
oiii idea optus virgen aumentar jajaja .. ahahaha me gusta telecomunicaciones voda|0.0
oiiii lmbo .. compró otro célula adiccion red lmbo .. apos terrible esperanza saber jajaja .. celulares apos existe todo mundos red semana podría en vivo jajaja .. bien mundos red cortar no sensación malo porque saber soy de verdad desaparecido norte mi cosa jajaja saber triste excusa obtener nuevo teléfono incluso aunque antiguo fone tiene 4 4 meses hace pensar jajaja|0.0
oiiiii .. apos molesto lío policía lmbo .. apos asustado lmdbo .. tal vez apos obtener sobrino tratar lmbo .. lmfao no tu ver suceder policía 10/7 pequeño maorí niño poner escáner dicho verdad lmfao|0.0
oiiiii .. apos correo no deseado yahoo respuestas apos espalda correo no deseado pequeño choque xd .. necesitar un obtener vida jajaja .. lmfao enfermo unirse vida parece interesante minero lmfao|0.0
okay dejar obtener derecho diciendo novio asiático aha chikety china chino pollo|1.0
okay frio tu de todos modos|0.0
okay profundo pregunta ya que no plan dejando oz..would tu querer alguien seriamente moverse en vivo jsut encontrar alguien futuro no plan moviente australiano porque tierra mayor oportunidad haría querer uno soy amor moverse razón no pudo haría hacer moverse = dd|0.0
okay hecho amor u = d amor bebé|0.0
okay gris ganso wats|0.0
okay heres otro problema pensamiento de.. bff gustos vegg cama sofá.. me gusta lanzar fiestas norte ppl terminado.. tu pensar hacer trabajo halar divertido rutina tu explique casa reglas normalmente soy por supuesto haría saber fiestas tu fiestas diario porque haría asistiendo bien no|0.0
okay tiene noticias bff podría división extraño bf quiere moverse norte trabajo bueno idea consejo por favor bien tal vez separar negocio placer neva bueno mezcla en caso alguna cosa va incorrecto más tarde perder amigo perder empleado abeto razón quiere flojo|0.0
okay tiene bck sierra anons consiguiendo ima ven mira dama = d|0.0
okay soy pequeño trastornado papá gf 13 años engañando mujer corazón cirujano reunió mexico mexicano no cuidado mexicano- odio engañando contar gf no obtener involucrado ll porque argumento involucrado mayo saber completo historia mejor hablar papá contar sensación dejar acuerdo|1.0
okay imma comienzo preguntando tu cosas ya que tu dormir soy bord = p pierda yo = p lmao = s mish tu muj yeh hora tu enviar cosas sin empezar tu lmao|0.0
okay difícil iphone aunque ver whai espere hasta tu obtener casa soy redondo almuerzo hora consiguió un examen|0.0
okay apos 8am necesitar beber jajaja nah apos todavía bailando aunque bachata lmao temprano mañana mente detenido bebiendo me gusta 9ish pensar hipocresía miembro jajaja|0.0
okay señora flintst0ne desaparecido en combate tratar mal muj clarissa okay detener soplo bandeja de entrada pags guiño guiño* jajaja abd bunz pequeño shay pensamiento clarissa responder dijo último hora espalda siguiente día* lmfao eso es soy diciendo desaparecido en combate tomado freno jajaja r r norte mi formas sexy ppl bueno jugar bien|0.0
okay bonito reunirse shay amperio apos correo no deseado minutos okay aww spam frio bonito reunirse|1.0
okay por favor contar mejor camino contar papás gf engañando no me gusta mucho- apenas hablar todavía pensar estremecerse saber de algun modo duda nadie contar su.. wud enviando luego carta okay ahh tal vez permanecer molestar muj hablar tu papá contar él es incorrecto haría ya saber contar saber que es yendo querer decir alguna cosa no enviar carta porque ll hacer cosas más fuerte|0.0
okay alguien hoy walkd hasta tienda dio soy tipo persona llamada desconocido- r tu wud tu llamada desconocido tu reunió tienda / bar / esquina calle etc. tu havent a no ser que desesperado nunca|0.0
okay gracias adicional cariño coolies adicional espalda porque tu no añadir|0.0
okay proviene advertencia etiqueta primero prima dormido 479 hombres hacer puta / puta número mucho haría mejor obtener pagar ya que básicamente da lejos nadie satisface bar tu opinión guau no saber 479 hombres mundo jajaja okay kidn lo siento jajaja r okay real responder soy uno juez personas real ... pero podría yendo más adentro cosas ver dormido hombres mayo no pensar ella es ya sea tal vez ella es perdió alma falto encontró entendido no saber rápido self..r r siempre razón detrás personas decir|1.0
okay honesto ... eso es preguntándose tu trastornado honestamente ... pero por favor no preocupación enfermo intención alby además amigos remilgado -pero no de verdad hacer celoso-i pensar amigos -tu bonito norte disfrutar tu respuestas aww dama gracioso jelouz real no mente o_0 frío chikie frio sabe = d|0.0
okay ya que tiene 17/20 hsc examen australiano historia civil sumin apos sumin apos problema frio contar yah casa okay enfermo enviar cosas jajaja|0.0
okay .yo darse cuenta de personas no saber canend carne refiriéndose correo no deseado .y spam ..la responder correo no deseado ..lol qs ven hacia atrás estropeado divertido jajaja lmao saber un poco gracioso no risa sonreí lmfao soy riendo lmao|0.0
okay gon n / a vamos cama .. noche noche|0.0
ok..i mantener consiguiendo invita correo no deseado dotn correo no deseado espalda saber tiene invitación correo no deseado no correo no deseado mm|0.0
vale, si acuerdo trabajos amigo .yo gon n / a dar iphone ya jailbroken.unlocked yeh tu siempre decir aunque bien soy me gusta 5 5 minutos lejos trabajo beta vamos show boii amor porque izquierda mañana sensación malo|0.0
bueno aficiones interesar junto a bombardeo personas preguntas lmao xd carros de verdad no nada aficiones me gusta dijo bombardeo bandeja de entrada|0.0
bueno soy tomando aeropuerto mañana hablar martes. coolies divertido|0.0
bueno bien esperanza apos listo retraso apos sensación me gusta apos apos momento .. retrasado .. sensación momento o_o .. soy frio porque tu ido msgn pronto hurra 210 tu tarde okies ompa|0.0
okies soy reast fin de semana abeja bueno jugar bien soy ido okay noche ppl bueno fin de semana mrsflintst0ne dejando edificio adiós|0.0
okies compañero seguidores yendo cama mwah mwah mwah jugar bonito siempre|1.0
dios mio siempre intentó luchar polar oso o_o .. golpeado extremo xd .. dejar apos polar oso alguien pretendiendo polar oso jajaja .. jajaja hmm yendo decir si no estaba vestido polar oso tu uno dama arcoiris final oportunidad lmfao|0.0
dios mio .. chicos apos wendys .. ohhhh .. alguien llamada 911 .. oh colgar apos chicos emergencia número pags jajaja .. 000 todos ustedes jajaja saber incluso tu marcar 111 va jajaja|0.0
dios mio temor apos tu llamada en lugar jajaja amperio apos okay me gusta respuestas siempre hacer risa r tu por cierto haría llamada él es colegio soy australia wbu saber estados mut soy adivinación nueva york correcto|0.0
dios mio apos acecho obsesionado brit show seriamente apos creer personas escoger lío cosas .. siempre tipo apos paranormal / sobrenatural apos experiencia .. fantasmal tipo o_o .. havent amor hecho anormalmente jajaja|0.0
dios mio apos esperando hora todavía esperando yeh eso es señoras yah debería saber lat años hipocresía decir cualquier cosa nuevo tu|0.0
dios mio respuestas tiene eliminado ohhh noo media|0.0
dios mio oscuro podría boomarang boomarang lmfao = d lmao guau mucho informacion boomarangs lmao|0.0
dios mio de verdad guau ven dormido todavía jajaja jajaja esperando boii obtener espalda hablar hipocresía dormir jajaja|0.0
dios mio tu tiene ejército de reserva dejar tu cabello lmao uc mentes querer estupendo cortar nuffin gay ya sea.. lmao tu touchn cabello boii dejar jajaja yeh cru cortar lmfao fácil gestionar|0.0
dios mio tu mira bonita ingenio chur rosario tu kno tu alemán rosario lolz lmfao yeh alemán deseos rosario = p tu importar hecho = o jajaja mwahs|1.0
dios mio sorpresa tu havent obtener preguntas los que odian jajaja lmao hmm debe dormido dar hora jajaja|0.0
dios mio expedido cosas sonido media apos recuerda preguntando jajajajajajajajajaja bien tu tu herir sentimientos watev jajaja soy bromas camino jajaja|0.0
dios mio dios mio dios mio españa wonnnnn soy contento lmao dios mio dios mio dios mio dios mio australia no jajaja|0.0
dios mio tu cambiado nombre o_o = d si tu me gusta|0.0
omg..i olvidó llamada compañero hoy día demasiado bien apos texto más tarde se fue visitar .yo haría definitivamente ahumado ..pero ididntr bebió hoy guau wana bofetada tu tu prometido no cuando habló último semana tu no tu dijo no soy enojado|1.0
camino médico o_o okies|0.0
batidora siempre batidora de acuerdo discrepar saber alguien golpear esposa sin sentido tomó moverse otro país despertar ver vida corto importante mujer juntos 25 años casado 23 años no has golpear 12 años|1.0
uno sitio tu deseo correcto laico|0.0
uno cosa tu encontrar sexxi chico ojos sonrisa|0.0
ooo gon n / a dejar conducir tu coche correcto 100 mph alguna cosa jeje = d = o mía lmao ll matar nosotros mismos tu tonto jajaja|0.0
oooh me gusta tu nuevo pik cuteeeeeeeeeeeeeeeee = dd gracias abucheo abucheo jeje lmao|0.0
ooooohhhhhhh ima gon n / a semen detrás tu norte tallo tu curva óvulo grl norte dejar tallo tu gud difícil acecho lmfao|1.0
ooosh homosexualidad .. saber descansando correcto jajaja .. apos probablemente recuperar mas rapido o_o .. oh apesta yendo trabajo enfermizo .. jajaja havent trabajo ya que último semana bueno insinuar canalla gripe alguna cosa jajaja|0.0
abre ojos ojos r abierto|0.0
opps espalda lolz correo no deseado hora jaja = p lmao bebé 2 preguntas correo no deseado prisa correo no deseado santo jajaja imm ven ver tu min okay|1.0
suponer amor extraño cosa si amor extraño trabajos misterioso formas = d ment tp suceder identificar amor lujuria grande diferencia|0.0
molesto espalda conductor no odio espalda siempre decir obtener asiento trasero coche enfermo dar fron jajaja|0.0
naranja jugo kool-aid naranja jugo|0.0
ay o_o tiene follada a tope * slappppppppped * proxeneta abofeteado|1.0
owww dijo yendo cómplice ayuda robar banco .. matapiko niña pags jajaja .. siempre pensamiento robar banco jajaja .. divertido aunque dinero jajaja .. jajaja neva pensamiento robar banco lmfao si tomar otoño enfermo mantener motivo obtener pags chistes muchachas camino pags|0.0
perdón noción podría asiático si si si si si wateva tu decir si|1.0
gente saber llamada enviar no no lmao bien acuerdo tu enviar errar cosa obtener miembro jajaja enviar enviar enviar jajaja|0.0
phahaha neón apos traje tú. jajaja wat haría tu saber|0.0
recoger uno coca pepsi té café agua naranja jugo. coca|0.0
rosado guau rosado ull jus deber grande hora ma = p lmao tu obtener halar disparos nah ahh compartir k|0.0
piratas ninjas ninjas|0.0
pizza pasta pasta yummmm|0.0
por favor detener spam correcto noroeste 1000+ bandeja de entrada.. gracias lmao havent spam okay jajaja|0.0
por favor tomar .http //www.jefgray.com/category/pop-psychology/ no engañar mira significados hasta completamente hecho .mi respuestas fs tu pálido n / a saber okay dejar obtener casa trabajo = d|0.0
por favor pedir cosas espalda.. ty .. porque soy guna decir noche noche real pronto jajaja más tarde noche|0.0
preferir ciudad vida afuera soy ciudad niña = d|0.0
pronouce cupón quot quot -puente de varolio quot arrullo quot puente de varolio koo ponz jajaja|0.0
pub bar club uno haría vamos club|0.0
puppie amor lujuria amor|0.0
r acecho r lmao si o_0|0.0
r siempre roto uno r r si no media|1.0
r tu asustado dom tu amor personalmente amor eso. amor dom|0.0
r tu yendo responder pedir si|0.0
r tu postergación siempre ignor lmao|0.0
r tu necesitado tu necesitar ayuda soy necesitado = / necesitar boiis atención 110|0.0
r tu bien ven ver|0.0
r tu spam / preguntas ventilador soy soy molesto obtener espalda spam formas havent hecho largo hora si enfermo spam pronto gracias preguntas jajaja de verdad hecho pensar temprano mañana|0.0
r tu reina corazones no creer aparentemente freno|1.0
r tu trastornado jajaja haría enojado tu|0.0
r tu padres divorciado todavía juntos casado de nuevo muerto hacer tu sensación padres todavía muj amor mas largo eva hora bruto jajaja kiding querer relación me gusta bromeando|0.0
r enlatado carne hawaianos amor comer lmao pags|0.0
rancho salsa de tomate. salsa de tomate tomate salsa lmao|0.0
velocidad canción aviones me gusta gelatina canción|0.0
listo obtener propiedad = ppp l tu si|1.0
rojo azul azul|0.0
recuerda seinfeld cerca hablador- tu saber nadie real vida siempre negociaciones cercanamente me gusta correcto tu cara tu opinión lmao no saber nadie me gusta adivinar haría bonita irritado lmao yeh|0.0
correcto mano izquierda correcto|0.0
asado pato pecho grandioso marnier naranja salsa servido dulce machacado patatas popurrí arroz cuerda frijoles acompañado pequeña ensalada cereza tomates francés vendaje sopa fresco horneado nuez un pan café té sorbete desse suena ñam menú hoy yummoo|0.0
áspero apasionado sexo lento apasionado sexo apasionado bueno cosas más tarde jajaja|1.0
rwar rwar rawr rawr rwar rwar rwar nom nom nom nom nom nom nom nom|0.0
mas triste día vida mía perdiendo amigo perder amigo fs no es actualización correctamente|0.0
seguro decir tiene pelotas relación cierto dos camino calle|0.0
pregunta piercings apos t. tounge orejas barriga botón|0.0
salvar ________________ arboles salvar ballenas jajaja|0.0
parece grave caso crónico extremo acné clearasil|0.0
sacudir papi papi apos casa awsum canciones|0.0
shay- unirse fiesta bebé preocupaciones huno.. frio okay admitir soy pequeño volteado tnite .. todavía preocupaciones. aww tal vez otro día huno trabajo correcto wana responder correo no deseado gracias|0.0
shay grave 91 91 preguntas bandeja de entrada lmao gracioso wtf 91 91 tu doosh tal vez 50 miembro unos narración visto todavía|0.0
sheesh- lindsay lohan guna final servicio 14 dias- justa justa tu ll obtener completo 90 dias|0.0
shelia shay dios mio shay lmao|1.0
